name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
OperatingCashFlow,"292,826,000","253,028,000","312,610,000","398,551,000","318,677,000","292,793,000","333,322,000","225,954,000","270,360,000","321,239,000","351,567,000","112,166,000","130,056,000","103,237,000","115,980,000","89,953,510"
	CashFlowFromContinuingOperatingActivities,"292,826,000","253,028,000","312,610,000","398,551,000","318,677,000","292,793,000","333,322,000","225,954,000","270,360,000","321,239,000","351,567,000","112,166,000","130,056,000","103,237,000","115,980,000","89,953,510"
		NetIncomeFromContinuingOperations,"324,180,000","311,804,000","248,385,000","444,524,000","308,503,000","241,457,000","254,190,000","150,737,000","173,001,000","212,106,000","242,714,000","-234,132,000","42,577,000","129,972,000","42,527,000","48,228,154"
		OperatingGainsLosses,"-76,413,000","-81,861,000","23,647,000","-22,059,000","-26,302,000","-14,910,000","-6,391,000","-4,172,000","108,000","-384,000","-297,000","-59,012,000","-8,347,000","3,087,000","-1,520,000","13,974"
			GainLossOnSaleOfPPE,"31,000","4,000","51,000","4,000","5,000","275,000","18,000","69,000","108,000","40,000","362,000","16,000","51,000","11,000","11,000","13,974"
			GainLossOnInvestmentSecurities,"-76,444,000","-81,865,000","23,596,000","-22,063,000","-26,307,000","-15,185,000","-6,409,000","-4,241,000","-1,073,000","-424,000","-659,000","-54,708,000","-670,000","1,685,000","-1,531,000",
			EarningsLossesFromEquityInvestments,,,,,,"-5,101,000","-688,000","-519,000","-1,073,000",,"31,554,000","-4,320,000","-8,555,000","1,391,000",,
		DepreciationAmortizationDepletion,"9,664,000","9,348,000","7,797,000","6,933,000","6,625,000","6,233,000","5,668,000","5,297,000","5,272,000","4,519,000","3,250,000","3,225,000","2,401,000","2,360,000","2,287,000","2,388,362"
			DepreciationAndAmortization,"9,664,000","9,348,000","7,797,000","6,933,000","6,625,000","6,233,000","5,668,000","5,297,000","5,272,000","4,519,000","3,250,000","3,225,000","2,401,000","2,360,000","2,287,000","2,388,362"
				Depreciation,,"9,300,000","7,700,000","6,800,000",,,,,,,,,,,,
		DeferredTax,"41,211,000","41,991,000","29,243,000","38,024,000","32,664,000","26,913,000","24,612,000","104,497,000","33,310,000","28,768,000","21,756,000","9,384,000","0","0",,
			DeferredIncomeTax,"41,211,000","41,991,000","29,243,000","38,024,000","32,664,000","26,913,000","24,612,000","104,497,000","33,310,000","28,768,000","21,756,000","9,384,000","0","0",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,"97,196,702","44,798,404"
		AssetImpairmentCharge,,"0","1,413,000","0","871,000","2,107,000","0","0",,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,"-5,101,000","-688,000","-519,000","-1,073,000",,,,,,,
		StockBasedCompensation,"32,709,000","33,697,000","41,532,000","39,649,000","37,027,000","43,095,000","53,554,000","62,892,000","71,996,000","79,520,000","88,256,000","655,417,000","0","0",,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,"0","-1,300,000","-1,114,000",,"0",,,
		OtherNonCashItems,"-16,013,000","-89,384,000","-75,835,000","-88,093,000","-54,790,000","-45,902,000","-27,888,000","-58,851,000","448,000","448,000","448,000","448,000","631,000","726,000","548,000",
		ChangeInWorkingCapital,"-22,512,000","27,433,000","36,428,000","-20,427,000","14,079,000","33,800,000","29,577,000","-33,927,000","-12,702,000","-2,438,000","-3,446,000","-263,164,000","92,794,000","-32,908,000","72,138,000","-5,475,384"
			ChangeInReceivables,"-13,094,000","125,000","16,622,000","-15,962,000","-18,020,000","-14,178,000","9,002,000","-16,955,000","318,000","9,303,000","-5,599,000","-17,739,000","-6,605,000","-2,685,000","-5,081,000","-9,502,884"
				ChangesInAccountReceivables,"-13,094,000","125,000","16,622,000","-15,962,000","-18,020,000","-14,178,000","9,002,000","-16,955,000","318,000","9,303,000","-5,599,000","-17,739,000","-6,605,000","-2,685,000","-5,081,000","-9,502,884"
			ChangeInPrepaidAssets,"-1,012,000","-85,000","3,348,000","-3,164,000","-6,110,000","1,031,000","-2,275,000","1,629,000","-4,898,000","-2,614,000","-1,607,000","-1,966,000","-1,845,000","1,281,000","161,000","372,394"
			ChangeInPayablesAndAccruedExpense,"33,073,000","27,393,000","16,458,000","-1,301,000","1,622,000","6,881,000","10,027,000","-9,202,000","-3,520,000","-316,000","12,638,000","-2,405,000","11,396,000","-1,991,000","1,572,000","3,548,547"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,"-1,148,000",,"-2,350,000","0"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,"-382,175","47,026"
			ChangeInOtherWorkingCapital,,,"45,970,000","-30,804,000","36,587,000","40,066,000","12,823,000","-9,399,000","-4,602,000","-8,811,000","-8,878,000","-241,054,000","89,848,000","-29,513,000","77,836,000","59,533"
InvestingCashFlow,"-27,814,000","-38,167,000","-63,731,000","-26,974,000","18,752,000","-17,506,000","-14,341,000","-4,703,000","-2,329,000","-11,325,000","-7,775,000","8,741,000","-1,012,000","-19,648,000","-282,000","-1,196,010"
	CashFlowFromContinuingInvestingActivities,"-27,814,000","-38,167,000","-63,731,000","-26,974,000","18,752,000","-17,506,000","-14,341,000","-4,703,000","-2,329,000","-11,325,000","-7,775,000","8,741,000","-1,012,000","-19,648,000","-282,000","-1,196,010"
		NetPPEPurchaseAndSale,"-7,982,000","-8,631,000","-19,558,000","-5,967,000","-3,099,000","-17,784,000","-13,841,000","-5,835,000","-7,276,000","-7,335,000","-9,615,000","-3,191,000","-5,465,000","-2,709,000","-1,461,000","-1,182,049"
			PurchaseOfPPE,"-7,982,000","-8,631,000","-19,558,000","-5,967,000","-3,099,000","-17,784,000","-13,841,000","-5,835,000","-7,276,000","-7,335,000","-9,619,000","-3,191,000","-5,465,000","-2,736,000","-1,461,000","-1,184,154"
			SaleOfPPE,,,,,,,,,"0",,"4,000","0","0","27,000","0","2,105"
		NetInvestmentPurchaseAndSale,"-19,832,000","-29,536,000","-44,173,000","-21,007,000","21,851,000","278,000","-500,000","1,132,000","4,947,000","-4,026,000","1,580,000","11,932,000","4,598,000","-15,899,000","1,179,000","-13,961"
			PurchaseOfInvestment,"-31,650,000","-35,483,000","-49,337,000","-33,820,000","-2,150,000","-10,000","-500,000","-5,250,000","-4,014,000","-6,750,000","-10,031,000","-5,000,000","0","-20,000,000","-1,025,000","-13,961"
			SaleOfInvestment,"11,818,000","5,947,000","5,164,000","12,813,000","24,001,000","288,000","0","6,382,000","8,961,000","2,724,000","11,611,000","16,932,000","4,598,000","4,101,000","2,204,000",
		NetOtherInvestingChanges,,,,,,,,,"260,000","36,000","260,000",,"-145,000","-1,040,000",,
FinancingCashFlow,"-221,039,000","-174,963,000","-306,402,000","-335,433,000","-282,234,000","-306,567,000","-263,483,000","-218,861,000","-277,707,000","-326,005,000","-373,347,000","-50,227,000","-114,841,000","-115,620,000","-58,555,000","-22,840,146"
	CashFlowFromContinuingFinancingActivities,"-221,039,000","-174,963,000","-306,402,000","-335,433,000","-282,234,000","-306,567,000","-263,483,000","-218,861,000","-277,707,000","-326,005,000","-373,347,000","-50,227,000","-114,841,000","-115,620,000","-58,555,000","-22,840,146"
		NetIssuancePaymentsOfDebt,,"0","0","0","0","0","0","0","0",,"0","-90,000,000","-34,789,000","-55,211,000","-20,000,000","-288,489"
			NetLongTermDebtIssuance,,"0","0","0","0","0","0","0","0",,"0","-90,000,000","-34,789,000","-55,211,000","-20,000,000","-288,489"
				LongTermDebtIssuance,,"0","90,000,000","0","0","50,000,000","0","60,000,000","0",,"0","0","290,000,000","0","0",
				LongTermDebtPayments,,"0","-90,000,000","0","0","-50,000,000","0","-60,000,000","0",,"0","-90,000,000","-324,789,000","-55,211,000","-20,000,000","-288,489"
		NetCommonStockIssuance,,"0","0","0","0","0","0","0","0","0","554,129,000","577,016,000","0","0",,
			CommonStockIssuance,,"0","0","46,928,000","63,027,000","0","21,478,000","162,494,000","0","176,558,000","554,129,000","653,335,000","0","0",,
			CommonStockPayments,,"0","0","-46,928,000","-63,027,000","0","-21,478,000","-162,494,000","0","-176,558,000","0","-76,319,000","0","0",,
		NetPreferredStockIssuance,,,,,,,,,"0","-176,558,000","-554,129,000","-296,755,000",,,,
			PreferredStockPayments,,,,,,,,,"0","-176,558,000","-554,129,000","-296,755,000",,,,
		CashDividendsPaid,"-201,019,000","-183,378,000","-248,696,000","-274,740,000","-203,006,000","-188,178,000","-167,780,000","-131,021,000","-115,384,000","-123,948,000","-99,804,000","-14,621,000","0","0","-36,760,000",
			CommonStockDividendPaid,"-201,019,000","-183,378,000","-248,696,000","-274,740,000","-203,006,000","-188,178,000","-167,780,000","-131,021,000","-115,384,000","-123,948,000","-99,804,000","-14,621,000","0","0","-36,760,000",
		NetOtherFinancingCharges,"-20,020,000","8,415,000","-57,706,000","-60,693,000","-79,228,000","-118,389,000","-95,703,000","-87,840,000","-162,323,000","-202,057,000","-273,543,000","-225,867,000","-80,052,000","-60,409,000","-38,555,000","-22,551,657"
EndCashPosition,"241,622,000","178,467,000","143,248,000","200,771,000","199,450,000","144,255,000","175,535,000","159,796,000","157,406,000","166,193,000","182,284,000","211,839,000","141,159,000","126,956,000","158,987,000","101,843,822"
	ChangesInCash,"43,973,000","39,898,000","-57,523,000","36,144,000","55,195,000","-31,280,000","55,498,000","2,390,000","-9,676,000","-16,091,000","-29,555,000","70,680,000","14,203,000","-32,031,000","57,143,000","65,917,354"
	BeginningCashPosition,"197,649,000","143,248,000","200,771,000","199,450,000","144,255,000","175,535,000","159,796,000","157,406,000","167,082,000","182,284,000","211,839,000","141,159,000","126,956,000","158,987,000","101,844,000","35,926,468"
	OtherCashAdjustmentOutsideChangeinCash,"-8,675,000","-4,679,000","0","-34,823,000","0","0","-39,759,000","0","0",,,,,,,
IncomeTaxPaidSupplementalData,,"30,724,000","31,571,000","70,337,000","35,484,000","18,593,000","20,731,000","25,296,000","18,621,000","29,316,000","30,685,000","16,449,000","541,000","2,475,000","0",
InterestPaidSupplementalData,,"7,679,000","10,299,000","10,210,000","10,255,000","10,649,000","10,694,000","11,019,000","11,108,000","11,019,000","11,108,000","11,423,000","7,578,000","22,214,000","22,250,000","25,022,876"
CapitalExpenditure,"-7,982,000","-8,631,000","-19,558,000","-5,967,000","-3,099,000","-17,784,000","-13,841,000","-5,835,000","-7,276,000","-7,335,000","-9,619,000","-3,191,000","-5,465,000","-2,736,000","-1,461,000","-1,184,154"
IssuanceOfCapitalStock,,"0","0","46,928,000","63,027,000","0","21,478,000","162,494,000","0","176,558,000","554,129,000","653,335,000","0","0",,
IssuanceOfDebt,,"0","90,000,000","0","0","50,000,000","0","60,000,000","0",,"0","0","290,000,000","0","0",
RepaymentOfDebt,,"0","-90,000,000","0","0","-50,000,000","0","-60,000,000","0",,"0","-90,000,000","-324,789,000","-55,211,000","-20,000,000","-288,489"
RepurchaseOfCapitalStock,,"0","0","-46,928,000","-63,027,000","0","-21,478,000","-162,494,000","0","-176,558,000","-554,129,000","-373,074,000","0","0",,
FreeCashFlow,"284,844,000","244,397,000","293,052,000","392,584,000","315,578,000","275,009,000","319,481,000","220,119,000","263,084,000","313,904,000","341,948,000","108,975,000","124,591,000","100,501,000","114,519,000","88,769,356"